DB03714	Compound::DB03714	3872
DB08123	Compound::DB08123	24305
DB01234	Compound::DB01234	5512
DB01980	Compound::DB01980	21259
DB05229	Compound::DB05229	8400
DB06654	Compound::DB06654	8662
DB04136	Compound::DB04136	4616
DB01177	Compound::DB01177	3612
DB01038	Compound::DB01038	6670
DB03126	Compound::DB03126	3853
DB00150	Compound::DB00150	3509
DB01066	Compound::DB01066	15415
DB01186	Compound::DB01186	10252
DB08465	Compound::DB08465	4277
DB12466	Compound::DB12466	47725
DB14754	Compound::DB14754	15995
DB00184	Compound::DB00184	3546
DB08759	Compound::DB08759	24640
DB07841	Compound::DB07841	4541
DB07429	Compound::DB07429	24010
DB12110	Compound::DB12110	6242
DB00462	Compound::DB00462	16390
DB08634	Compound::DB08634	24569
DB04007	Compound::DB04007	22935
DB00383	Compound::DB00383	8599
DB01163	Compound::DB01163	16978
DB00403	Compound::DB00403	4893
DB05624	Compound::DB05624	23682
DB11855	Compound::DB11855	15827
DB02101	Compound::DB02101	6108
DB07455	Compound::DB07455	4921
DB13978	Compound::DB13978	5897
DB08653	Compound::DB08653	2843
DB03586	Compound::DB03586	22647
DB03109	Compound::DB03109	8211
DB00204	Compound::DB00204	8317
DB03216	Compound::DB03216	22339
DB08533	Compound::DB08533	7290
DB07950	Compound::DB07950	24244
DB01837	Compound::DB01837	21077
DB07058	Compound::DB07058	4912
DB04163	Compound::DB04163	6296
DB03225	Compound::DB03225	5449
DB08001	Compound::DB08001	4491
DB02903	Compound::DB02903	22075
DB02425	Compound::DB02425	21712
DB06952	Compound::DB06952	23842
DB07137	Compound::DB07137	6403
DB01836	Compound::DB01836	21076
DB02317	Compound::DB02317	21581
DB07810	Compound::DB07810	3177
DB06469	Compound::DB06469	3197
DB04349	Compound::DB04349	23211
DB03199	Compound::DB03199	22322
DB07814	Compound::DB07814	5525
DB00207	Compound::DB00207	8552
DB02875	Compound::DB02875	22052
DB07083	Compound::DB07083	23892
DB04844	Compound::DB04844	5804
DB03222	Compound::DB03222	13436
DB02836	Compound::DB02836	22030
DB02370	Compound::DB02370	21637
DB04352	Compound::DB04352	6387
DB06809	Compound::DB06809	3793
DB08491	Compound::DB08491	3808
DB04910	Compound::DB04910	23493
DB13167	Compound::DB13167	8654
DB03867	Compound::DB03867	6126
DB06904	Compound::DB06904	23821
DB15489	Compound::DB15489	25062
DB09067	Compound::DB09067	16844
DB08352	Compound::DB08352	24452
DB06587	Compound::DB06587	6486
DB07086	Compound::DB07086	9072
DB11817	Compound::DB11817	6200
DB07538	Compound::DB07538	24069
DB07275	Compound::DB07275	2704
DB00583	Compound::DB00583	7571
DB03860	Compound::DB03860	5481
DB01873	Compound::DB01873	6308
DB07432	Compound::DB07432	24012
DB00194	Compound::DB00194	16922
DB08537	Compound::DB08537	8136
DB04339	Compound::DB04339	4620
DB07704	Compound::DB07704	24142
DB03649	Compound::DB03649	22680
DB04320	Compound::DB04320	23196
DB01267	Compound::DB01267	7196
DB08349	Compound::DB08349	3666
DB04610	Compound::DB04610	23381
DB01931	Compound::DB01931	3429
DB06698	Compound::DB06698	5910
DB00799	Compound::DB00799	3584
DB02266	Compound::DB02266	5184
DB04727	Compound::DB04727	8480
DB08727	Compound::DB08727	2693
DB08614	Compound::DB08614	3537
DB12569	Compound::DB12569	3156
DB02027	Compound::DB02027	21333
DB01348	Compound::DB01348	7449
DB07787	Compound::DB07787	7512
DB07158	Compound::DB07158	5695
DB07222	Compound::DB07222	23932
DB07314	Compound::DB07314	5676
DB08649	Compound::DB08649	24585
DB04044	Compound::DB04044	5574
DB01171	Compound::DB01171	5959
DB01821	Compound::DB01821	21061
DB08186	Compound::DB08186	8212
DB15566	Compound::DB15566	10153
DB07077	Compound::DB07077	3136
DB03939	Compound::DB03939	22888
DB07233	Compound::DB07233	3345
DB02506	Compound::DB02506	4201
DB08562	Compound::DB08562	24543
DB03195	Compound::DB03195	22317
DB06013	Compound::DB06013	3870
DB07528	Compound::DB07528	24062
DB00140	Compound::DB00140	3992
DB07404	Compound::DB07404	8952
DB02727	Compound::DB02727	21949
DB06897	Compound::DB06897	23817
DB02887	Compound::DB02887	22058
DB04786	Compound::DB04786	2895
DB08332	Compound::DB08332	24446
DB07019	Compound::DB07019	8741
DB03046	Compound::DB03046	22168
DB04441	Compound::DB04441	6688
DB13988	Compound::DB13988	8966
DB03637	Compound::DB03637	8368
DB08598	Compound::DB08598	24553
DB07850	Compound::DB07850	24198
DB02856	Compound::DB02856	22045
DB03018	Compound::DB03018	22152
DB04609	Compound::DB04609	23380
DB03340	Compound::DB03340	22465
DB04502	Compound::DB04502	23315
DB08058	Compound::DB08058	24273
DB01059	Compound::DB01059	7716
DB11155	Compound::DB11155	24743
DB08233	Compound::DB08233	6346
DB05413	Compound::DB05413	23642
DB08661	Compound::DB08661	5777
DB07264	Compound::DB07264	4181
DB08635	Compound::DB08635	7096
DB00841	Compound::DB00841	4887
DB07768	Compound::DB07768	5453
DB02783	Compound::DB02783	4472
DB02848	Compound::DB02848	3497
DB05022	Compound::DB05022	4040
DB06497	Compound::DB06497	6534
DB03338	Compound::DB03338	6341
DB02359	Compound::DB02359	7508
DB05168	Compound::DB05168	6677
DB04034	Compound::DB04034	22951
DB08410	Compound::DB08410	8434
DB07938	Compound::DB07938	24241
DB04150	Compound::DB04150	4927
DB08752	Compound::DB08752	3972
DB08670	Compound::DB08670	24601
DB05327	Compound::DB05327	5562
DB07046	Compound::DB07046	7071
DB04541	Compound::DB04541	23345
DB05284	Compound::DB05284	23615
DB08691	Compound::DB08691	4545
DB08552	Compound::DB08552	24535
DB06589	Compound::DB06589	9495
DB01815	Compound::DB01815	21052
DB04351	Compound::DB04351	23213
DB07636	Compound::DB07636	24114
DB15488	Compound::DB15488	17194
DB02107	Compound::DB02107	21398
DB01597	Compound::DB01597	6641
DB02119	Compound::DB02119	21406
DB11948	Compound::DB11948	8737
DB09275	Compound::DB09275	16702
DB09324	Compound::DB09324	15960
DB08368	Compound::DB08368	7158
DB08424	Compound::DB08424	8275
DB08371	Compound::DB08371	5814
DB01745	Compound::DB01745	8076
DB02941	Compound::DB02941	22108
DB00710	Compound::DB00710	4325
DB00494	Compound::DB00494	4943
DB06948	Compound::DB06948	8362
DB08651	Compound::DB08651	7364
DB01829	Compound::DB01829	21072
DB08762	Compound::DB08762	4746
DB01114	Compound::DB01114	14834
DB00497	Compound::DB00497	7300
DB04856	Compound::DB04856	8341
DB07205	Compound::DB07205	5697
DB04070	Compound::DB04070	16665
DB00367	Compound::DB00367	3811
DB08229	Compound::DB08229	6134
DB02325	Compound::DB02325	7322
DB13929	Compound::DB13929	4687
DB04191	Compound::DB04191	2887
DB02401	Compound::DB02401	21698
DB00284	Compound::DB00284	3892
DB06969	Compound::DB06969	4712
DB00989	Compound::DB00989	6800
DB00634	Compound::DB00634	14628
DB01871	Compound::DB01871	7554
DB08178	Compound::DB08178	24332
DB07996	Compound::DB07996	13464
DB01892	Compound::DB01892	4031
DB03746	Compound::DB03746	22750
DB07708	Compound::DB07708	8878
DB08751	Compound::DB08751	3172
DB03503	Compound::DB03503	2931
DB00644	Compound::DB00644	16653
DB08801	Compound::DB08801	8122
DB03179	Compound::DB03179	22310
DB04489	Compound::DB04489	3830
DB02065	Compound::DB02065	21368
DB01725	Compound::DB01725	5463
DB02691	Compound::DB02691	8218
DB03314	Compound::DB03314	22436
DB00544	Compound::DB00544	5124
DB00765	Compound::DB00765	4924
DB01232	Compound::DB01232	2988
DB00255	Compound::DB00255	5538
DB03248	Compound::DB03248	22393
DB02140	Compound::DB02140	4877
DB04564	Compound::DB04564	23361
DB02110	Compound::DB02110	21401
DB00588	Compound::DB00588	5886
DB07741	Compound::DB07741	4118
DB01678	Compound::DB01678	5322
DB06852	Compound::DB06852	4153
DB01733	Compound::DB01733	20970
DB03830	Compound::DB03830	22827
DB08599	Compound::DB08599	3814
DB00576	Compound::DB00576	6828
DB04470	Compound::DB04470	23295
DB08676	Compound::DB08676	24604
DB07217	Compound::DB07217	8837
DB07001	Compound::DB07001	6298
DB02541	Compound::DB02541	3657
DB07098	Compound::DB07098	23900
DB09207	Compound::DB09207	6631
DB11827	Compound::DB11827	6551
DB01395	Compound::DB01395	10330
DB06403	Compound::DB06403	5118
DB09194	Compound::DB09194	7887
DB02345	Compound::DB02345	7548
DB08049	Compound::DB08049	7346
DB02138	Compound::DB02138	21431
DB02798	Compound::DB02798	22000
DB04658	Compound::DB04658	23419
DB02614	Compound::DB02614	21872
DB07278	Compound::DB07278	8995
DB02690	Compound::DB02690	8693
DB03300	Compound::DB03300	22424
DB03747	Compound::DB03747	22752
DB01979	Compound::DB01979	21258
DB04310	Compound::DB04310	7669
DB02017	Compound::DB02017	21321
DB03987	Compound::DB03987	4385
DB06862	Compound::DB06862	8213
DB08303	Compound::DB08303	8823
DB07261	Compound::DB07261	23949
DB07269	Compound::DB07269	3838
DB04058	Compound::DB04058	22969
DB00679	Compound::DB00679	8179
DB08197	Compound::DB08197	7980
DB07426	Compound::DB07426	6231
DB02047	Compound::DB02047	6395
DB00560	Compound::DB00560	16552
DB02290	Compound::DB02290	21562
DB01863	Compound::DB01863	8245
DB12555	Compound::DB12555	4546
DB03412	Compound::DB03412	22524
DB03279	Compound::DB03279	5045
DB03993	Compound::DB03993	22926
DB02151	Compound::DB02151	21441
DB04738	Compound::DB04738	23454
DB01961	Compound::DB01961	4005
DB06837	Compound::DB06837	23794
DB11477	Compound::DB11477	13450
DB08016	Compound::DB08016	24261
DB07880	Compound::DB07880	24204
DB02542	Compound::DB02542	6504
DB01920	Compound::DB01920	21163
DB06266	Compound::DB06266	5998
DB04485	Compound::DB04485	2734
DB09070	Compound::DB09070	6702
DB03856	Compound::DB03856	10361
DB07797	Compound::DB07797	2849
DB04852	Compound::DB04852	5090
DB03803	Compound::DB03803	3031
DB08437	Compound::DB08437	9699
DB01571	Compound::DB01571	4109
DB00371	Compound::DB00371	6786
DB04273	Compound::DB04273	14434
DB02700	Compound::DB02700	21927
DB00935	Compound::DB00935	2783
DB09297	Compound::DB09297	5759
DB11186	Compound::DB11186	8405
DB05767	Compound::DB05767	5815
DB07288	Compound::DB07288	6573
DB04112	Compound::DB04112	6088
DB04494	Compound::DB04494	23310
DB02434	Compound::DB02434	21726
DB04368	Compound::DB04368	23219
DB00361	Compound::DB00361	6546
DB06882	Compound::DB06882	5789
DB08071	Compound::DB08071	24277
DB02010	Compound::DB02010	4266
DB04182	Compound::DB04182	23081
DB07420	Compound::DB07420	24007
DB08184	Compound::DB08184	5358
DB07330	Compound::DB07330	6297
DB09063	Compound::DB09063	8782
DB04630	Compound::DB04630	6254
DB00413	Compound::DB00413	8708
DB00315	Compound::DB00315	9975
DB04327	Compound::DB04327	6483
DB00602	Compound::DB00602	13639
DB04404	Compound::DB04404	23249
DB01098	Compound::DB01098	8940
DB08088	Compound::DB08088	6111
DB08583	Compound::DB08583	6280
DB06887	Compound::DB06887	7882
DB03063	Compound::DB03063	22176
DB00364	Compound::DB00364	15922
DB02604	Compound::DB02604	7215
DB01964	Compound::DB01964	8903
DB04474	Compound::DB04474	7225
DB02598	Compound::DB02598	8414
DB01237	Compound::DB01237	8862
DB04158	Compound::DB04158	23068
DB02833	Compound::DB02833	22027
DB03500	Compound::DB03500	22595
DB07398	Compound::DB07398	23998
DB06951	Compound::DB06951	4137
DB06652	Compound::DB06652	6924
DB09129	Compound::DB09129	8089
DB03709	Compound::DB03709	3285
DB11660	Compound::DB11660	8543
DB04378	Compound::DB04378	23222
DB06634	Compound::DB06634	6567
DB04721	Compound::DB04721	7142
DB02256	Compound::DB02256	21527
DB07005	Compound::DB07005	6632
DB06288	Compound::DB06288	6767
DB02895	Compound::DB02895	6128
DB07325	Compound::DB07325	4379
DB09239	Compound::DB09239	5271
DB04665	Compound::DB04665	7046
DB08454	Compound::DB08454	13858
DB01086	Compound::DB01086	11511
DB08147	Compound::DB08147	24317
DB01057	Compound::DB01057	10003
DB01764	Compound::DB01764	4077
DB12364	Compound::DB12364	3848
DB01839	Compound::DB01839	10579
DB00876	Compound::DB00876	8922
DB08149	Compound::DB08149	5925
DB04688	Compound::DB04688	4807
DB04821	Compound::DB04821	8144
DB01229	Compound::DB01229	2611
DB04311	Compound::DB04311	7305
DB03790	Compound::DB03790	22782
DB03596	Compound::DB03596	3249
DB07729	Compound::DB07729	24153
DB04876	Compound::DB04876	3729
DB04532	Compound::DB04532	23340
DB03650	Compound::DB03650	7725
DB04652	Compound::DB04652	3697
DB08239	Compound::DB08239	5034
DB08382	Compound::DB08382	6993
DB04140	Compound::DB04140	6490
DB01774	Compound::DB01774	21009
DB08610	Compound::DB08610	24561
DB03740	Compound::DB03740	9067
DB02722	Compound::DB02722	21939
DB07968	Compound::DB07968	4121
DB08806	Compound::DB08806	7086
DB14491	Compound::DB14491	16645
DB14132	Compound::DB14132	15760
DB02045	Compound::DB02045	3433
DB07250	Compound::DB07250	23943
DB07750	Compound::DB07750	4664
DB04138	Compound::DB04138	23031
DB02350	Compound::DB02350	4252
DB06287	Compound::DB06287	5007
DB08040	Compound::DB08040	24269
DB09472	Compound::DB09472	3360
DB04825	Compound::DB04825	7457
DB07830	Compound::DB07830	24195
DB03553	Compound::DB03553	8171
DB14058	Compound::DB14058	17119
DB08035	Compound::DB08035	3394
DB00728	Compound::DB00728	3435
DB04330	Compound::DB04330	2655
DB02912	Compound::DB02912	22084
DB08423	Compound::DB08423	3141
DB03568	Compound::DB03568	6954
DB08718	Compound::DB08718	24623
DB02494	Compound::DB02494	21776
DB07446	Compound::DB07446	8193
DB08396	Compound::DB08396	5646
DB06851	Compound::DB06851	5521
DB04343	Compound::DB04343	8127
DB04760	Compound::DB04760	23466
DB07437	Compound::DB07437	3796
DB00654	Compound::DB00654	6163
DB08145	Compound::DB08145	24315
DB02726	Compound::DB02726	21943
DB03791	Compound::DB03791	4029
DB08320	Compound::DB08320	3243
DB02785	Compound::DB02785	2943
DB04739	Compound::DB04739	8389
DB07150	Compound::DB07150	7810
DB00749	Compound::DB00749	7578
DB06311	Compound::DB06311	3670
DB04496	Compound::DB04496	23311
DB08019	Compound::DB08019	24263
DB09082	Compound::DB09082	3599
DB08707	Compound::DB08707	5568
DB04263	Compound::DB04263	13106
DB11136	Compound::DB11136	6709
DB02376	Compound::DB02376	21640
DB01061	Compound::DB01061	16875
DB08252	Compound::DB08252	24401
DB04380	Compound::DB04380	23224
DB01747	Compound::DB01747	20973
DB04353	Compound::DB04353	23215
DB03203	Compound::DB03203	2787
DB14010	Compound::DB14010	3026
DB02548	Compound::DB02548	21814
DB04953	Compound::DB04953	4663
DB08240	Compound::DB08240	5437
DB02363	Compound::DB02363	4847
DB07854	Compound::DB07854	6623
DB01175	Compound::DB01175	8320
DB08588	Compound::DB08588	24550
DB07253	Compound::DB07253	23945
DB07809	Compound::DB07809	8099
DB02580	Compound::DB02580	7195
DB00496	Compound::DB00496	4561
DB00939	Compound::DB00939	4004
DB00272	Compound::DB00272	5653
DB09262	Compound::DB09262	7077
DB02713	Compound::DB02713	21934
DB03415	Compound::DB03415	5608
DB08606	Compound::DB08606	24560
DB01071	Compound::DB01071	6835
DB02796	Compound::DB02796	8231
DB08106	Compound::DB08106	24294
DB06711	Compound::DB06711	6291
DB06977	Compound::DB06977	23859
DB03395	Compound::DB03395	16808
DB06772	Compound::DB06772	8819
DB01887	Compound::DB01887	2517
DB00611	Compound::DB00611	10880
DB04837	Compound::DB04837	7093
DB00378	Compound::DB00378	5689
DB11359	Compound::DB11359	24763
DB12307	Compound::DB12307	9898
DB03925	Compound::DB03925	3344
DB07664	Compound::DB07664	5269
DB04433	Compound::DB04433	23263
DB01161	Compound::DB01161	4512
DB09116	Compound::DB09116	6848
DB06842	Compound::DB06842	5133
DB08273	Compound::DB08273	6913
DB07575	Compound::DB07575	24086
DB00814	Compound::DB00814	6921
DB02307	Compound::DB02307	21569
DB04617	Compound::DB04617	5914
DB12301	Compound::DB12301	15839
DB08051	Compound::DB08051	24272
DB07546	Compound::DB07546	3316
DB08066	Compound::DB08066	3777
DB11973	Compound::DB11973	6658
DB02787	Compound::DB02787	21995
DB01583	Compound::DB01583	16233
DB02854	Compound::DB02854	11686
DB02909	Compound::DB02909	22081
DB06258	Compound::DB06258	4085
DB07648	Compound::DB07648	4816
DB02048	Compound::DB02048	8556
DB01332	Compound::DB01332	7766
DB05708	Compound::DB05708	4923
DB00126	Compound::DB00126	4279
DB00616	Compound::DB00616	5600
DB03394	Compound::DB03394	16059
DB01649	Compound::DB01649	8975
DB04220	Compound::DB04220	23102
DB09093	Compound::DB09093	3534
DB02035	Compound::DB02035	4905
DB06237	Compound::DB06237	11413
DB01891	Compound::DB01891	21138
DB04650	Compound::DB04650	23415
DB04281	Compound::DB04281	4054
DB07773	Compound::DB07773	24166
DB07049	Compound::DB07049	23883
DB03594	Compound::DB03594	7404
DB02030	Compound::DB02030	21335
DB08648	Compound::DB08648	24582
DB14631	Compound::DB14631	16251
DB13139	Compound::DB13139	6441
DB07485	Compound::DB07485	6110
DB14509	Compound::DB14509	10802
DB09089	Compound::DB09089	5086
DB00855	Compound::DB00855	4117
